,ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 1 default,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global,Attribute 2 default,Attribute 3 name,Attribute 3 value(s),Attribute 3 visible,Attribute 3 global,Attribute 3 default,Attribute 4 name,Attribute 4 value(s),Attribute 4 visible,Attribute 4 global,Attribute 4 default,Attribute 5 name,Attribute 5 value(s),Attribute 5 visible,Attribute 5 global,Attribute 5 default,Attribute 6 name,Attribute 6 value(s),Attribute 6 visible,Attribute 6 global,Attribute 6 default,Attribute 7 name,Attribute 7 value(s),Attribute 7 visible,Attribute 7 global,Attribute 8 name,Attribute 8 value(s),Attribute 8 visible,Attribute 8 global,Attribute 8 default,Attribute 9 name,Attribute 9 value(s),Attribute 9 visible,Attribute 9 global,Attribute 10 name,Attribute 10 value(s),Attribute 10 visible,Attribute 10 global,Meta: product_short_name,Meta: _product_short_name,Meta: product_main_keyword,Meta: _product_main_keyword,Meta: product_tastes_like,Meta: _product_tastes_like,Meta: upc,Meta: _upc,Meta: product_acronym,Meta: _product_acronym,Attribute 7 default,Attribute 10 default,Meta: _yoast_wpseo_content_score,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _yoast_wpseo_primary_product_cat
157,174,variable,SGNTRRRAWBKTM,"Signature Rare Aged Rare Aged Whisky 750 ml, 1 L",1,0,visible,"Signature Rare: Expertly blended, three grains, pure water, Martin's expertise.","Signature Rare is crafted from a blend of three select grains, combined with pure water, and infused with decades of authentic whisky-making expertise.\n\nWith a commitment to quality, only the finest natural ingredients are sourced and meticulously crafted into existence by our Master Blender, Louise Martin.\n\nMartin's expertise shines through as she purposefully selects the finest ingredients, ensuring that each sip of Signature Rare reveals a remarkably rich character.\n\nIn every bottle of Signature Rare, the culmination of Martin's artistry and the highest quality ingredients guarantees an unparalleled whisky experience.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,,Whiskey & Scotch,"rare aged whisky, signature, whisky",,[],,,,,,,,,0,Volume,"1 L, 750 ml",1.0,1,750 ml,Country,Nepal,1.0,0.0,Nepal,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,42.8%,Source,Domestic,1.0,0.0,Domestic,Closure,Cork,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,"Sweet, Dry Fruit, Wood",1.0,0.0,Grape Varieties,,0.0,0.0,Signature Rare Aged,,Rare Aged Whisky,,"Sweet, dry fruit, heavy and Balance of woods.",,,,,,Glass,,,,,
158,175,simple,BNDPRBLMLTWBKTM,Bandipur Blended Malt Scotch whisky 750 ml,1,0,visible,"Bandipur: Nepal's first 100% pure blended malt Scotch whisky. Smooth, rich, impeccably balanced. ","Introducing Bandipur - Nepal's inaugural 100% pure blended malt Scotch whisky.\n\nInspired by the cascading waterfalls of vibrant flowers adorning wooden balconies, Bandipur captures a floral and fruity bouquet on the nose. Its palate exudes warmth, freshness, and a friendly demeanor, reminiscent of the kind-hearted people of Bandipur. The experience concludes with a beautifully balanced finish that leaves a lasting impression.\n\nSmooth, rich, and impeccably balanced, Bandipur is a testament to the art of whisky blending.\n\nCrafted in small batches in collaboration with Macduff International, Scotland, Bandipur embodies the essence of Nepalese hospitality and Scottish craftsmanship.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,4950.0,Whiskey & Scotch,"bandipur, Blended, malt, scotch, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Cork,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Bandipur,,Blended Malt Scotch whisky,,,,,,,,,,,,,
159,176,simple,GRKGNS10YOFBLWBKTM,Gurkhas & Guns 10 Year Old Finest Blended Whisky 750 ml,1,0,visible,"Tribute to Gurkhas: Exquisite blend, Highland Malts, American Oak Bourbon.","Our inaugural expression pays tribute to the legendary Gurkhas, celebrated worldwide for their unparalleled bravery and valor.\n\nIn reverence to the Gurkhas' indomitable spirit, our Malt Master has meticulously crafted an exquisite blend from the finest whiskey reserves sourced from Scotland.\n\nThis blend of renowned Highland Malts undergoes patient maturation in American Oak Bourbon Casks, resulting in a whiskey that exudes a clean and invigorating aroma of honeyed fruits, complemented by hints of toffee and citrus.\n\nUpon tasting, one can expect the emergence of creamy vanilla and toasted cereals, enhanced by a subtle sweet spice. To elevate its complexity and depth of flavor, our whiskey is blended with a rare 10-year-old Speyside Single Malt and further aged in Sherry Casks.\n\nThis additional aging imparts delightful notes of mandarin, dried fruit, and floral honey flavors, culminating in a perfectly balanced whiskey with a gentle, lingering finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,3080.0,Whiskey & Scotch,"10 year old, Blended, gurkhas & gun, gurkhas gorkha, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Cork,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Gurkhas &amp; Guns 10 Year Old,,Finest Blended Whisky,,,,,,,,,,,,,
160,177,simple,THMRSHMDBLDWBKTM,The Himalayan Reserve Handcrafted Blended Reserve Whisky 750 ml,1,0,visible,"Himalayan Reserve: Masterfully blended medium-bodied whisky, fruity, delicate spices, hints of smoke.","The Himalayan Reserve stands as a masterfully blended medium-bodied superior reserve whisky, boasting fruity nuances, delicate spices, and subtle hints of smoke. Crafted from the finest 12-year-old aged Imported Scotch Malt, it is expertly blended with Scottish Grain Spirits and pure Himalayan spring water.\n\nDrawing inspiration from the iconic ascent of Everest, this exceptional whisky captures the essence of adventure and achievement, offering a sensory journey reminiscent of the awe-inspiring Himalayan landscape.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,3400.0,Whiskey & Scotch,"Blended, Handcrafted, himalayan reserve, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,The Himalayan Reserve,,Handcrafted Blended Reserve Whisky,,,,,,,,,,,,,
161,178,simple,KALAPBLDRSWBKTM,Kala Patthar Blended Reserve Blended Reserve Whisky 750 ml,1,0,visible,"\nKala Patthar: Nepalese grain spirits, Himalayan water, Sherry, Oak casks.","Kala Patthar, a Blended Reserve Whisky, draws inspiration from the famed vantage point overlooking the Khumbu Glacier at 5643 meters, offering a panoramic view of Mt. Everest—an iconic destination cherished by adventurers and mountaineers.\n\nCrafted from a blend of the finest Nepalese grain spirits and the pure glacial waters of the Himalayas, Kala Patthar undergoes maturation in Sherry and Oak casks imported from Scotland. The result is a full-bodied whisky that embodies the essence of adventure.\n\nEmbark on a journey of unparalleled taste with Kala Patthar. Its flavor profile unfolds gracefully, starting with the sweetness of creamy toffee and the delightful notes of wild orchard fruits. This adventure transitions seamlessly into the warmth of winter spice, followed by luxurious undertones of smoky malt and hints of exotic vanilla. The experience culminates in a rich, smooth finish of remarkable character.\n\nKala Patthar encapsulates the courageous spirit of the Sherpas and the fervor of the Scots, harmoniously blended in a bottle—a tribute to the heroism of pioneering adventurers.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2775.0,Whiskey & Scotch,"Blended, kala patthar, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Light golden amber,1.0,0.0,,Flavour,"Fruit, Cream, Sweet, Toffee, Citrus Peel, Vanilla, Spice",1.0,0.0,Grape Varieties,,0.0,0.0,Kala Patthar Blended Reserve,,Blended Reserve Whisky,,"Deliciously smooth with wild orchard fruits and creamy sweetness of toffee, balanced with citrus peel, vanilla, and warm winter spices.",,,,,,,,,,,
162,179,simple,ANTQTYBLUPRWBKTM,Antiquity Blue Ultra Premium Whisky 750 ml,1,0,visible,"Antiquity Blue: Indian malts, Scotch blend, copper pot stills, oak.","Antiquity Blue stands as the epitome of whisky's true blue essence. Crafted from the finest Indian malts and rare Scotch, meticulously blended with premium grain spirit, it undergoes a meticulous process of distillation in copper pot stills, followed by maturation and mellowing in imported white oak casks. The result is a fusion with premium Scotch, yielding a whisky that exudes distinction.\n\nIts aroma is distinguished by pronounced malt and rich wood notes, subtly complemented by hints of peat and heather, enhancing its allure. The blend's intricate composition lends it a full, smooth flavor and an unmistakable bouquet, proudly declaring its royal lineage.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,3050.0,Whiskey & Scotch,"anitiquity blue, premium, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Antiquity Blue,,Ultra Premium Whisky,,,,,,,,,,,,,
163,180,simple,NPSEBLSRRMLTWBKTM,Nepse Bulls Rare Malt Whisky Limited Edition 750 ml,1,0,visible,"Nepse Bulls: A tribute to Nepal's potential, crafted from 60 whiskies.","Nepse Bulls was conceived as a tribute to the enduring potential of Nepal. To honor this inspiration, a meticulous blending process took place across Scotland, the USA, and Nepal, resulting in over 60 distinct whiskies. From this selection, only one was deemed worthy. Subsequently, four of the most exceptional aged single malts from the Highland and Speyside regions of Scotland were carefully chosen and skillfully combined to create a multifaceted whisky, intended to captivate the Nepalese taste buds with its complexity and depth.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,4900.0,Whiskey & Scotch,"limited edition, nepse bulls, rare malt, whisky",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Nepse Bulls,,Rare Malt Whisky Limited Edition,,,,,,,,,,,,,
164,181,simple,YRCGMBGDSPPRWBKTM,Yarchagumba Golden Sapphire Premium Whisky 750 ml,1,0,visible,"Yarchagumba: Authentic, traditional brew preserving Cordyceps sinensis health benefits."," Yarchagumba has been brewed using the most authentic and traditional methods,  to preserve all the health benefits of Cordyceps sinensis. Every step, from drying and grinding the herbs to extracting, mixing, fermenting, and aging, is scrutinized with the utmost skill and care to produce a perfectly balanced organic beverage.\n\nRaise a toast  and let Yarchagumba transport  Year Oldu to the majestic slopes of the Himalayas, where the story began.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,11000.0,Whiskey & Scotch,"golden sapphire, premium, whisky, yarchagumba",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Yarchagumba,,Golden Sapphire Premium Whisky,,,,,,,,,,,,,
165,182,simple,8848IMPVDKBKTM,8848 Vodka Imported Vodka 750 ml,1,0,visible,"8848 Vodka: Crafted from French wheat, Himalayan spring water; copper-distilled.","Crafted from imported grain spirits and distilled from Soft French Winter Wheat, 8848 Vodka derives its name from the towering Mount Everest, revered as Chhomolungma by Sherpas, symbolizing the ""Mother Goddess of the Earth."" Standing at an impressive 8848 meters, Mount Everest serves as a fitting inspiration for this exceptional vodka.\n\nBorne from the pristine waters of the Himalayas, this vodka undergoes a meticulous production process. Blended in small batches with pure spring water, it embodies a taste of unparalleled quality.\n\nThe secret to its remarkable flavor lies in the age-old tradition of employing copper in the distillation process. Through five meticulous distillations in a large copper pot, the eclectic mix of ingredients is refined to perfection, resulting in the distinctive taste of 8848 Vodka.\n\nWhat sets this vodka apart is its commitment to purity. Free from additives, artificial flavors, sugar, and glycerin, it stands as a testament to authenticity. Distilled five times to eliminate any impurities, 8848 Vodka asserts itself as a true embodiment of excellence in its class.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2100.0,Vodka,"8448, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,8848 Vodka,,Imported Vodka,,,,,,,,,,,,,
166,183,simple,SMRNFRN21VDKBKTM,Smirnoff Recipe No 21 Vodka 750 ml,1,0,visible,"World's No.1 Vodka, crafted in Nepal. Triple distilled, 10x filtered.","Presenting the world's premier vodka, now proudly crafted in Nepal. Our triple-distilled and meticulously filtered vodka offers a dry finish that epitomizes essential smoothness.\n\nWhether enjoyed over icy rocks or mixed into classic vodka cocktails, it's sure to satisfy every palate.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2200.0,Vodka,"smirnoff, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Smirnoff,,Recipe No 21 Vodka,,,,,,,,,,,,,
167,184,simple,SKYY92SFVDKBKTM,SKYY 1992 San Fransisco Vodka 750 ml,1,0,visible," SKYY offers a refreshing, characterful vodka.","Established in San Francisco in 1992, SKYY Vodka is crafted using imported grain-based spirits. Drawing inspiration from the pristine essence of the San Francisco coastline, SKYY Vodka offers a lighter, more refreshing vodka experience with distinct character.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2400.0,Vodka,"sky, skyy, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,SKYY,,1992 San Fransisco Vodka,,,,,,,,,,,,,
168,185,simple,SETOBIMPVDKBKTM,Seto Bagh Imported Vodka 750 ml,1,0,visible,"Seto bagh is well rounded, smooth, and bold, from the first sip to the last and it will keep  Year Oldu wanting for more!","Crafted from spring water sourced from the Himalayas and curated with premium ingredients from Europe, Seto Bagh delivers a memorable punch with each sip.\n\nInfused with distinctive notes of green chili, juniper, and angelica seeds, our crystal-clear vodka stands out as a unique masterpiece in its class.\n\nSeto Bagh is distinguished by its well-rounded, smooth, and bold character, ensuring a satisfying experience from the initial taste to the final drop, leaving  Year Oldu craving for more!\n\n\n\n\n\n",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2080.0,Vodka,"seto bagh, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Seto Bagh,,Imported Vodka,,,,,,,,,,,,,
169,186,simple,PLSKPLFLTVDKBKTM,Polaska Platinum Filtered Vodka 750 ml,1,0,visible,"Nepal's first barrel-aged vodka, crafted with Polish wheat excellence.","Introducing Polska, Nepal's pioneering barrel-aged vodka.\n\nWhile barrel aging is often associated with whiskies, we've applied the same technique to vodka, resulting in a smoother, more refined product that's exceptionally easy to enjoy.\n\nPolska undergoes a brief finishing process in our exclusive, uncharred Sessile Oak barrels, enhancing its smoothness without compromising its clarity.\n\nSourced from the immaculate farmlands of Poland, each bottle of Polska is crafted from meticulously harvested wheat, laying the foundation for its unparalleled purity and depth of character.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2750.0,Vodka,"polaska, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Polaska,,Platinum Filtered Vodka,,,,,,,,,,,,,
170,187,simple,NUDESPRVDKBKTM,Nude Superior Vodka 750 ml,1,0,visible,"Himalayan-born rice vodka, igniting originality; supreme quality, natural sweetness.","From the majestic Himalayas emerges a spirit imbued with character, igniting originality with every sip.\n\nIntroducing Nepal's inaugural rice-based vodka, a testament to innovation. Elevated by the pristine Himalayan water, its inherent sweetness transports  Year Oldu to a realm of unparalleled luxury.\n\nPrepare to embrace the essence of Nude, as it assures supreme quality, unmatched purity, and a transformative journey with each indulgent sip.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2170.0,Vodka,"nude, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Nude,,Superior Vodka,,,,,,,,,,,,,
171,188,simple,RSLNPRVDkBKTM,Ruslan Premium Vodka 750 ml,1,0,visible,"Top Nepali vodka: pure, consistent, no aftereffects, traditional recipe.","For over 25 years, the favored vodka in Nepal has been crafted from traditional ingredients following an age-old Russian recipe. Employing state-of-the-art filtration technology and undergoing triple distillation, it guarantees a refreshingly crisp and consistently satisfying taste.\n\nExperience true purity with this 100% pure vodka, leaving no lingering aftereffects.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2155.0,Vodka,"ruslan, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Ruslan,,Premium Vodka,,,,,,,,,,,,,
172,189,simple,YETIBLPRCFTBRBKTM,Yeti Blonde Premium Craft Lager 750 ml,1,0,visible,"Swiss technology: Quadruple distilled, silky smooth, bright, pleasantly sweet vodka.","Quadruple distilled to perfection for an unparalleled smoothness, YETI Vodka incorporates patented Swiss technologies, offering a magical voyage of flavors. Its velvety texture delights the palate, accompanied by a bright sensation and a subtly sweet finish.\n\n\n\n\n\n",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2260.0,Vodka,"vodka, yeti blonde",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Yeti Blonde,field_663f88db36702,Premium Craft Lager,field_663f893236703,,field_663f89a536704,,field_6641ab1530a93,,,,,,,,
173,190,simple,SNOMNLDNDYGINBKTM,Snowman London Dry Gin 750 ml,1,0,visible,"Handcrafted gin: Distilled in 1903 pot-still, exotic botanicals, London Dry.","Crafted in small batches, ""Abominable Snowman"" gin is meticulously distilled from a proprietary recipe using a traditional copper pot-still crafted by John Dore & Company in 1903.\n\nIts smooth and intricate flavor profile is achieved by harmonizing the essences of eight exotic hand-selected botanicals. From Macedonian Juniper Berries to Spanish Lemon Peel, Bulgarian Coriander Seeds to Belgian Angelica Root, each ingredient plays a vital role. Blended with Nepalese Liquorice, Italian Orris Root, Greek Bitter Almonds, and Seychellois Cinnamon, these elements combine to produce a perfectly balanced London Dry Gin experience.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2400.0,Gin,"snowman, vodka",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Snowman,,London Dry Gin,,,,,,,,,,,,,
174,191,simple,BLRBNDGINBKTM,Blue Riband Gin 750 ml,1,0,visible,The Blue Riband Gin is one of the oldest and best selling Gins. Smooth blend of Gin.,"Introduced in 1959 in India, Blue Riband Gin stands as one of the oldest and most beloved gin brands. Renowned for its smooth blend, it has remained a top seller throughout the years.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,1760.0,Gin,"blue riband, Gin",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,40%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,,0.0,0.0,,Flavour,,0.0,0.0,Grape Varieties,,0.0,0.0,Blue Riband,,Gin,,,,,,,,,,,,,
175,192,simple,HHH15YORUMBKTM,Himalayan Honey Hunter 15 Year Old 750 ml,1,0,visible,"\nCrafted with care: Sugarcane, aged in sherry casks; refined, complex rum.","Crafted meticulously in small batches, Himalayan Honey Hunter Rum is born from the finest sugarcane. Using continuous column stills and traditional soleras and criaderas aging methods, our rum embodies a consistently refined flavor profile with exceptional richness.\n\nAfter a minimum aging period of 15 years, the rum undergoes an additional year of enhancement in Oloroso sherry casks, imparting an added layer of depth, smoothness, and complexity. Expect nuanced hints of vanilla, chocolate, tobacco, sandalwood, and toast.\n\nThis limited edition Himalayan Honey Hunter 15 Years Old Rum is perfect for savoring neat, over ice, or as a luxurious addition to cocktails.\n\nThis homage to the Honey Hunters of Nepal celebrates their ancient art of harvesting honey from the nests of wild Himalayan honey bees, nestled amidst the rugged cliffs of Nepal's remote regions.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,5125.0,Rum,"himalayan honey hunter, rum",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,15 Year Old Whisky,1.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Golden & amber,1.0,0.0,,Flavour,"Vanilla, Chocolate, Tobacco, Sandalwood, Toast",1.0,0.0,Grape Varieties,,0.0,0.0,Himalayan Honey Hunter,,15 Year Old,,"Rounded and rich with notes of vanilla, chocolate, tobacco, sandalwood and toast",,,,,,,,,,,
176,193,simple,KKRSPRUMBKTM,Khukri Spiced Rum 750 ml,1,0,visible,"Nepalese spices, rich molasses, Himalayan spring water, aged in casks.","Authentic Nepalese spices lend their exquisite flavors, masterfully blended with distills of rich molasses and pure spring water from the Himalayas.\n\nAged in select wooden casks at lofty altitudes, this process yields a delightful fusion of assorted spices, enhanced by the subtle presence of dry fruits, culminating in a sweet, smooth, and enduring finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2400.0,Rum,"khukri, rum, spiced",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Modern Auburn,1.0,0.0,,Flavour,"Honey, Herb, Fruit",1.0,0.0,Grape Varieties,,0.0,0.0,Khukri,field_663f88db36702,Spiced Rum,field_663f893236703,Honey with hints of Himalayan herbs &amp; fruits.,field_663f89a536704,,field_6641ab1530a93,,,,,90.0,1.0,,
177,194,simple,KKRXXXRUMBKTM,Khukri XXX Rum 750 ml,1,0,visible,"Khukri XXX Rum: Himalayan born, rich molasses, aged in exclusive casks.","Born in the Himalayas, Khukri XXX Rum is an exceptional dark blend, distilled with rich molasses, Himalayan spring water, and natural artisanal flavours.\n\nAged among snowy peaks in casks born from the region-exclusive Shorea Robusta tree, every sip of Khukri XXX Rum delivers a complex taste with rich natural flavours, earthy undertones and a smooth, long caramel finish.",,,taxable,,1,20,,0,0,,,,,1,Cheers! Your thirst-quenching delights are en route to you soon!,,2400.0,Rum,"khukri, rum, xxx",,[],,,,,,,,,0,Volume,750 ml,1.0,1,,Country,Nepal,1.0,0.0,,Age,,0.0,0.0,,ABV,42.8%,1.0,0.0,,Source,Domestic,1.0,0.0,,Closure,Screw Cap,1.0,0.0,,Packaging,Glass,1.0,0.0,Colour,Modern Auburn,1.0,0.0,,Flavour,"Honey, Herb, Fruit",1.0,0.0,Grape Varieties,,0.0,0.0,Khukri,field_663f88db36702,XXX Rum,field_663f893236703,Honey with hints of Himalayan herbs &amp; fruits.,field_663f89a536704,,field_6641ab1530a93,,,,,90.0,1.0,,
